-4	3.22964e-14
-3.98667	3.9383e-14
-3.97333	5.32883e-14
-3.96	5.30666e-14
-3.94667	8.28313e-14
-3.93333	8.80568e-14
-3.92	1.23718e-13
-3.90667	1.49256e-13
-3.89333	1.80513e-13
-3.88	1.99696e-13
-3.86667	2.47457e-13
-3.85333	2.59183e-13
-3.84	2.88083e-13
-3.82667	3.2458e-13
-3.81333	3.44726e-13
-3.8	3.60617e-13
-3.78667	3.72701e-13
-3.77333	3.56854e-13
-3.76	3.45827e-13
-3.74667	3.36844e-13
-3.73333	3.05899e-13
-3.72	2.81186e-13
-3.70667	2.59952e-13
-3.69333	2.6362e-13
-3.68	3.16928e-13
-3.66667	4.21067e-13
-3.65333	6.4135e-13
-3.64	1.00651e-12
-3.62667	1.55764e-12
-3.61333	2.44109e-12
-3.6	3.76838e-12
-3.58667	5.6546e-12
-3.57333	8.51846e-12
-3.56	1.2709e-11
-3.54667	1.85271e-11
-3.53333	2.68056e-11
-3.52	3.78319e-11
-3.50667	5.27858e-11
-3.49333	7.28135e-11
-3.48	9.99937e-11
-3.46667	1.35618e-10
-3.45333	1.8372e-10
-3.44	2.4709e-10
-3.42667	3.32214e-10
-3.41333	4.44886e-10
-3.4	5.95329e-10
-3.38667	7.9386e-10
-3.37333	1.05735e-09
-3.36	1.40387e-09
-3.34667	1.86051e-09
-3.33333	2.45559e-09
-3.32	3.23454e-09
-3.30667	4.24531e-09
-3.29333	5.55475e-09
-3.28	7.23854e-09
-3.26667	9.40349e-09
-3.25333	1.2158e-08
-3.24	1.56723e-08
-3.22667	2.01063e-08
-3.21333	2.56936e-08
-3.2	3.26726e-08
-3.18667	4.1382e-08
-3.17333	5.21488e-08
-3.16	6.54489e-08
-3.14667	8.17241e-08
-3.13333	1.01603e-07
-3.12	1.25668e-07
-3.10667	1.54732e-07
-3.09333	1.89545e-07
-3.08	2.31091e-07
-3.06667	2.80331e-07
-3.05333	3.38464e-07
-3.04	4.0658e-07
-3.02667	4.86059e-07
-3.01333	5.7812e-07
-3	6.84204e-07
-2.98667	8.05635e-07
-2.97333	9.43838e-07
-2.96	1.10005e-06
-2.94667	1.27549e-06
-2.93333	1.4712e-06
-2.92	1.68806e-06
-2.90667	1.92656e-06
-2.89333	2.18707e-06
-2.88	2.46934e-06
-2.86667	2.77281e-06
-2.85333	3.09641e-06
-2.84	3.4386e-06
-2.82667	3.79725e-06
-2.81333	4.16982e-06
-2.8	4.55341e-06
-2.78667	4.94491e-06
-2.77333	5.34094e-06
-2.76	5.73871e-06
-2.74667	6.13574e-06
-2.73333	6.53099e-06
-2.72	6.92514e-06
-2.70667	7.32149e-06
-2.69333	7.72682e-06
-2.68	8.15251e-06
-2.66667	8.61627e-06
-2.65333	9.14318e-06
-2.64	9.76783e-06
-2.62667	1.05364e-05
-2.61333	1.15088e-05
-2.6	1.27616e-05
-2.58667	1.43908e-05
-2.57333	1.65161e-05
-2.56	1.9283e-05
-2.54667	2.28694e-05
-2.53333	2.74883e-05
-2.52	3.33948e-05
-2.50667	4.08901e-05
-2.49333	5.03308e-05
-2.48	6.21323e-05
-2.46667	7.67819e-05
-2.45333	9.48421e-05
-2.44	0.000116967
-2.42667	0.000143905
-2.41333	0.000176521
-2.4	0.000215799
-2.38667	0.000262866
-2.37333	0.000318998
-2.36	0.000385645
-2.34667	0.000464442
-2.33333	0.000557236
-2.32	0.000666096
-2.30667	0.000793346
-2.29333	0.000941575
-2.28	0.00111367
-2.26667	0.00131283
-2.25333	0.00154261
-2.24	0.0018069
-2.22667	0.00211
-2.21333	0.00245661
-2.2	0.00285186
-2.18667	0.00330133
-2.17333	0.00381106
-2.16	0.00438759
-2.14667	0.00503795
-2.13333	0.00576967
-2.12	0.00659079
-2.10667	0.00750987
-2.09333	0.008536
-2.08	0.00967876
-2.06667	0.0109483
-2.05333	0.0123551
-2.04	0.0139102
-2.02667	0.0156253
-2.01333	0.0175121
-2	0.019583
-1.98667	0.0218507
-1.97333	0.0243282
-1.96	0.0270286
-1.94667	0.0299655
-1.93333	0.0331524
-1.92	0.0366031
-1.90667	0.0403312
-1.89333	0.0443505
-1.88	0.0486744
-1.86667	0.0533164
-1.85333	0.0582896
-1.84	0.0636065
-1.82667	0.0692793
-1.81333	0.0753198
-1.8	0.0817388
-1.78667	0.0885465
-1.77333	0.095752
-1.76	0.103364
-1.74667	0.111388
-1.73333	0.119832
-1.72	0.128699
-1.70667	0.137991
-1.69333	0.147711
-1.68	0.157858
-1.66667	0.168429
-1.65333	0.179419
-1.64	0.190823
-1.62667	0.20263
-1.61333	0.214831
-1.6	0.227411
-1.58667	0.240355
-1.57333	0.253643
-1.56	0.267255
-1.54667	0.281167
-1.53333	0.295352
-1.52	0.309782
-1.50667	0.324425
-1.49333	0.339246
-1.48	0.35421
-1.46667	0.369277
-1.45333	0.384407
-1.44	0.399558
-1.42667	0.414684
-1.41333	0.429739
-1.4	0.444677
-1.38667	0.459448
-1.37333	0.474005
-1.36	0.488297
-1.34667	0.502276
-1.33333	0.515891
-1.32	0.529096
-1.30667	0.541842
-1.29333	0.554083
-1.28	0.565776
-1.26667	0.576879
-1.25333	0.587351
-1.24	0.597155
-1.22667	0.606259
-1.21333	0.614631
-1.2	0.622245
-1.18667	0.629076
-1.17333	0.635107
-1.16	0.640321
-1.14667	0.644707
-1.13333	0.648258
-1.12	0.650972
-1.10667	0.652849
-1.09333	0.653894
-1.08	0.654116
-1.06667	0.653529
-1.05333	0.652149
-1.04	0.649994
-1.02667	0.647088
-1.01333	0.643456
-1	0.639126
-0.986667	0.634128
-0.973333	0.628494
-0.96	0.622257
-0.946667	0.615452
-0.933333	0.608116
-0.92	0.600283
-0.906667	0.591991
-0.893333	0.583277
-0.88	0.574176
-0.866667	0.564724
-0.853333	0.554958
-0.84	0.544912
-0.826667	0.534618
-0.813333	0.524109
-0.8	0.513417
-0.786667	0.50257
-0.773333	0.491598
-0.76	0.480526
-0.746667	0.469381
-0.733333	0.458185
-0.72	0.446962
-0.706667	0.435732
-0.693333	0.424515
-0.68	0.413329
-0.666667	0.402191
-0.653333	0.391118
-0.64	0.380123
-0.626667	0.369221
-0.613333	0.358425
-0.6	0.347746
-0.586667	0.337196
-0.573333	0.326785
-0.56	0.316524
-0.546667	0.306421
-0.533333	0.296485
-0.52	0.286725
-0.506667	0.277149
-0.493333	0.267763
-0.48	0.258575
-0.466667	0.249591
-0.453333	0.240817
-0.44	0.232261
-0.426667	0.223926
-0.413333	0.215819
-0.4	0.207944
-0.386667	0.200305
-0.373333	0.192907
-0.36	0.185754
-0.346667	0.178849
-0.333333	0.172195
-0.32	0.165795
-0.306667	0.159651
-0.293333	0.153765
-0.28	0.148139
-0.266667	0.142775
-0.253333	0.137672
-0.24	0.132833
-0.226667	0.128257
-0.213333	0.123944
-0.2	0.119894
-0.186667	0.116106
-0.173333	0.11258
-0.16	0.109313
-0.146667	0.106306
-0.133333	0.103555
-0.12	0.101059
-0.106667	0.098815
-0.0933333	0.0968209
-0.08	0.0950735
-0.0666667	0.0935696
-0.0533333	0.0923058
-0.04	0.0912783
-0.0266667	0.0904831
-0.0133333	0.0899159
0	0.0895721
0.0133333	0.0894469
0.0266667	0.0895354
0.04	0.0898322
0.0533333	0.0903318
0.0666667	0.0910286
0.08	0.0919167
0.0933333	0.0929901
0.106667	0.0942427
0.12	0.095668
0.133333	0.0972599
0.146667	0.0990118
0.16	0.100917
0.173333	0.10297
0.186667	0.105163
0.2	0.10749
0.213333	0.109946
0.226667	0.112523
0.24	0.115215
0.253333	0.118016
0.266667	0.120921
0.28	0.123924
0.293333	0.127019
0.306667	0.1302
0.32	0.133463
0.333333	0.136803
0.346667	0.140213
0.36	0.14369
0.373333	0.14723
0.386667	0.150826
0.4	0.154476
0.413333	0.158175
0.426667	0.161918
0.44	0.165701
0.453333	0.169521
0.466667	0.173372
0.48	0.177251
0.493333	0.181154
0.506667	0.185075
0.52	0.18901
0.533333	0.192955
0.546667	0.196905
0.56	0.200854
0.573333	0.204798
0.586667	0.208729
0.6	0.212644
0.613333	0.216535
0.626667	0.220396
0.64	0.224221
0.653333	0.228004
0.666667	0.231735
0.68	0.23541
0.693333	0.23902
0.706667	0.242558
0.72	0.246016
0.733333	0.249386
0.746667	0.252661
0.76	0.255832
0.773333	0.258893
0.786667	0.261835
0.8	0.26465
0.813333	0.267332
0.826667	0.269872
0.84	0.272264
0.853333	0.2745
0.866667	0.276575
0.88	0.27848
0.893333	0.280211
0.906667	0.28176
0.92	0.283123
0.933333	0.284294
0.946667	0.285267
0.96	0.286039
0.973333	0.286605
0.986667	0.28696
1	0.287101
1.01333	0.287026
1.02667	0.28673
1.04	0.286213
1.05333	0.285471
1.06667	0.284504
1.08	0.283311
1.09333	0.281891
1.10667	0.280245
1.12	0.278374
1.13333	0.276279
1.14667	0.273962
1.16	0.271427
1.17333	0.268676
1.18667	0.265715
1.2	0.262547
1.21333	0.259179
1.22667	0.255617
1.24	0.251867
1.25333	0.247938
1.26667	0.243837
1.28	0.239574
1.29333	0.235156
1.30667	0.230595
1.32	0.225901
1.33333	0.221083
1.34667	0.216153
1.36	0.211122
1.37333	0.206002
1.38667	0.200803
1.4	0.195538
1.41333	0.190218
1.42667	0.184855
1.44	0.17946
1.45333	0.174045
1.46667	0.168621
1.48	0.163199
1.49333	0.157791
1.50667	0.152405
1.52	0.147053
1.53333	0.141745
1.54667	0.136488
1.56	0.131293
1.57333	0.126168
1.58667	0.12112
1.6	0.116158
1.61333	0.111286
1.62667	0.106513
1.64	0.101843
1.65333	0.0972811
1.66667	0.0928324
1.68	0.0885003
1.69333	0.0842881
1.70667	0.0801986
1.72	0.0762337
1.73333	0.072395
1.74667	0.0686836
1.76	0.0650999
1.77333	0.061644
1.78667	0.0583155
1.8	0.0551135
1.81333	0.0520368
1.82667	0.0490839
1.84	0.0462529
1.85333	0.0435417
1.86667	0.040948
1.88	0.0384693
1.89333	0.0361028
1.90667	0.0338457
1.92	0.0316952
1.93333	0.0296481
1.94667	0.0277015
1.96	0.0258524
1.97333	0.0240975
1.98667	0.0224338
2	0.0208584
2.01333	0.019368
2.02667	0.0179598
2.04	0.0166308
2.05333	0.0153779
2.06667	0.0141984
2.08	0.0130894
2.09333	0.0120481
2.10667	0.0110718
2.12	0.0101576
2.13333	0.00930309
2.14667	0.00850548
2.16	0.00776225
2.17333	0.00707087
2.18667	0.00642885
2.2	0.00583374
2.21333	0.00528317
2.22667	0.00477478
2.24	0.00430628
2.25333	0.00387544
2.26667	0.00348006
2.28	0.00311803
2.29333	0.00278728
2.30667	0.0024858
2.32	0.00221167
2.33333	0.001963
2.34667	0.00173799
2.36	0.00153492
2.37333	0.00135213
2.38667	0.00118803
2.4	0.00104112
2.41333	0.000909965
2.42667	0.000793211
2.44	0.000689574
2.45333	0.000597855
2.46667	0.000516925
2.48	0.000445733
2.49333	0.000383297
2.50667	0.000328711
2.52	0.000281134
2.53333	0.000239798
2.54667	0.000203995
2.56	0.000173081
2.57333	0.000146471
2.58667	0.000123638
2.6	0.000104103
2.61333	8.74419e-05
2.62667	7.32726e-05
2.64	6.12573e-05
2.65333	5.10974e-05
2.66667	4.25293e-05
2.68	3.5323e-05
2.69333	2.92772e-05
2.70667	2.42174e-05
2.72	1.99925e-05
2.73333	1.64723e-05
2.74667	1.35456e-05
2.76	1.11169e-05
2.77333	9.10536e-06
2.78667	7.44222e-06
2.8	6.06954e-06
2.81333	4.93845e-06
2.82667	4.00797e-06
2.84	3.24375e-06
2.85333	2.61716e-06
2.86667	2.10433e-06
2.88	1.68548e-06
2.89333	1.34409e-06
